timestamp,value
15:21:43,70.0
15:21:44,68.6
15:21:45,67.228
15:21:46,65.88344
15:21:48,66.52566527462236
15:21:49,65.85252859149224
15:21:51,67.14515502106686
15:21:52,68.4880581214882
15:21:54,69.85781928391796
15:21:54,68.4606628982396
15:21:56,68.28265735499431
15:21:56,69.6483105020942
15:21:58,67.58617424997337
15:21:58,66.2344507649739
15:22:00,67.25970738362071
15:22:00,67.59239441039121
15:22:02,68.55748167314393
15:22:02,67.18633203968105
15:22:12,66.51446871928424
15:22:30,67.07677616131954
